client_id,local_epoch,loss
133,9,0.5582625567913055
824,0,0.6791641314824423
824,1,0.5996367235978445
824,2,0.4742147798339526
824,3,0.39535938451687497
824,4,0.24596579124530157
824,5,0.17228196188807487
824,6,0.15364322190483412
824,7,0.1421953421086073
824,8,0.12093229622890551
824,9,0.0885375269378225
552,0,0.6840716376900673
552,1,0.6501361131668091
552,2,0.5850393921136856
552,3,0.4726884290575981
552,4,0.41487376019358635
552,5,0.31369982101023197
552,6,0.21044746227562428
552,7,0.16525736264884472
552,8,0.14501783438026905
552,9,0.13217762857675552
365,0,0.632453997929891
365,1,0.52017742395401
365,2,0.4510357677936554
365,3,0.4265772302945455
365,4,0.3883956770102183
365,5,0.30897216002146405
365,6,0.2557551662127177
365,7,0.20650753875573477
365,8,0.15432571123043695
365,9,0.12090249607960384
605,0,0.5163864854135012
605,1,0.4075219788049397
605,2,0.2818161178576319
605,3,0.17153745379887128
605,4,0.1352475744329001
605,5,0.1062833265352406
605,6,0.10507360728163469
605,7,0.10605008155107498
605,8,0.1011177315131614
605,9,0.10341700401745345
183,0,0.5332086354494094
183,1,0.4363972008228302
183,2,0.31790427044034003
183,3,0.19601525850594043
183,4,0.13929666876792907
183,5,0.12112808916717768
183,6,0.10577953066676855
183,7,0.10602695923298597
183,8,0.09354863776825369
183,9,0.0914089608937502
334,0,0.6823194622993469
334,1,0.5414130985736847
334,2,0.47826921939849854
334,3,0.4475564956665039
334,4,0.40785227715969086
334,5,0.36392223834991455
334,6,0.34043174982070923
334,7,0.304734542965889
334,8,0.2558951824903488
334,9,0.2298118695616722
266,0,0.5214058607816696
266,1,0.4423318882783254
266,2,0.33656518856684364
266,3,0.21120455066363017
266,4,0.13730852901935578
266,5,0.11061932668089866
266,6,0.08568984270095825
266,7,0.08271121556560199
266,8,0.07722002093990644
266,9,0.07205783774455389
24,0,0.5097150547163827
24,1,0.40602466251168934
24,2,0.368065174136843
24,3,0.3901104969637735
24,4,0.5034064075776509
24,5,0.22005382180213928
24,6,0.1455795725009271
24,7,0.11749387106725148
24,8,0.07675157434173993
24,9,0.05560676035072122
568,0,0.566356748342514
568,1,0.4657804121573766
568,2,0.409898375471433
568,3,0.3493149106701215
568,4,0.2837239106496175
568,5,0.22168908019860586
568,6,0.14555978402495384
568,7,0.09225947658220927
568,8,0.07187894110878308
568,9,0.0528936047727863
323,0,0.6170426408449808
323,1,0.4332362040877342
323,2,0.4375361849864324
323,3,0.4502409001191457
323,4,0.26902745043238
323,5,0.21317726746201515
323,6,0.15423506870865822
323,7,0.10574775002896786
323,8,0.11900318538149197
323,9,0.05653372360393405
928,0,0.6117508411407471
928,1,0.45833782106637955
928,2,0.400370292365551
928,3,0.3763094022870064
928,4,0.3177938386797905
928,5,0.26648589596152306
928,6,0.21035967022180557
928,7,0.1629716344177723
928,8,0.12858694791793823
928,9,0.10420929826796055
596,0,0.5904909297823906
596,1,0.4913209453225136
596,2,0.360452177003026
596,3,0.3698483109474182
596,4,0.3236349895596504
596,5,0.2160738855600357
596,6,0.23074132576584816
596,7,0.18422218784689903
596,8,0.11598450504243374
596,9,0.07882292196154594
237,0,0.5507709582646688
237,1,0.3961848318576813
237,2,0.36807410915692645
237,3,0.2978924761215846
237,4,0.2558434034387271
237,5,0.3917763630549113
237,6,0.22729937980572382
237,7,0.24034463862578073
237,8,0.20400419334570566
237,9,0.16761019825935364
638,0,0.556806835035483
638,1,0.4710519214471181
638,2,0.4099641467134158
638,3,0.3326610252261162
638,4,0.236995796362559
638,5,0.16442293052872023
638,6,0.117613662344714
638,7,0.09896152249226968
638,8,0.09466541123886903
638,9,0.08718178514391184
805,0,0.5000834437933835
805,1,0.41177115657112817
805,2,0.3271941136230122
805,3,0.22788633677092465
805,4,0.145707714964043
805,5,0.09771203486756845
805,6,0.0805751122534275
805,7,0.07453463260423053
805,8,0.0648713493719697
805,9,0.06014371841129931
678,0,0.5316288650035859
678,1,0.41619589924812317
678,2,0.3730960190296173
678,3,0.3102388262748718
678,4,0.244980126619339
678,5,0.19602924287319184
678,6,0.15436967313289643
678,7,0.11041420623660088
678,8,0.08376341611146927
678,9,0.06281277313828468
410,0,0.5366055011749268
410,1,0.4319943845272064
410,2,0.3742747217416763
410,3,0.32924659848213195
410,4,0.2613922506570816
410,5,0.2083916038274765
410,6,0.16021228730678558
410,7,0.12440876960754395
410,8,0.09767027199268341
410,9,0.07262920960783958
584,0,0.5548332376139504
584,1,0.46862015553883146
584,2,0.4484992665903909
584,3,0.3972771678652082
584,4,0.3342101446219853
584,5,0.24543491644518717
584,6,0.2066348535673959
584,7,0.14520908359970366
584,8,0.10991883065019335
584,9,0.08385506272315979
899,0,0.5485112592577934
899,1,0.420739084482193
899,2,0.41099999099969864
899,3,0.35683074593544006
899,4,0.3509358689188957
899,5,0.27836641669273376
899,6,0.23450874537229538
899,7,0.18970343843102455
899,8,0.14886485412716866
899,9,0.13005578331649303
533,0,0.4959032450403486
533,1,0.3958409769194467
533,2,0.3779472325529371
533,3,0.2855132818222046
533,4,0.23643075568335398
533,5,0.15866181254386902
533,6,0.10059423957552228
533,7,0.0820859782397747
533,8,0.04713965127510684
533,9,0.0394486670515367
200,0,0.5033460230596604
200,1,0.3955242150733548
200,2,0.2825481761847773
200,3,0.19701601324542875
200,4,0.1753222291027346
200,5,0.1554223909868949
200,6,0.1552206780160627
200,7,0.14537708966001386
200,8,0.1419447939242086
200,9,0.13580852915202418
589,0,0.5179837644100189
589,1,0.41320735216140747
589,2,0.3750467523932457
589,3,0.36282745748758316
589,4,0.3072282709181309
589,5,0.2787909135222435
589,6,0.21965166553854942
589,7,0.19403832219541073
589,8,0.14722944982349873
589,9,0.12059845216572285
52,0,0.6346703966458639
52,1,0.4892396529515584
52,2,0.526305615901947
52,3,0.4156092206637065
52,4,0.3814707597096761
52,5,0.2777167658011119
52,6,0.24301776041587195
52,7,0.28122634689013165
52,8,0.20476829757293066
52,9,0.2176561305920283
121,0,0.5636249780654907
121,1,0.4930539011955261
121,2,0.45845863223075867
121,3,0.4360414266586304
121,4,0.38931822776794434
121,5,0.34868993163108825
121,6,0.2960694968700409
121,7,0.23787394762039185
121,8,0.19114750027656555
121,9,0.13564531356096268
338,0,0.5370906710624694
338,1,0.4500394955277443
338,2,0.36891968697309496
338,3,0.2621533773839474
338,4,0.17728453315794468
338,5,0.13097153790295124
338,6,0.11099374517798424
338,7,0.10069938711822032
338,8,0.10132901463657618
338,9,0.09257566351443529
749,0,0.6209879318873087
749,1,0.5283949573834738
749,2,0.4891322950522105
749,3,0.465356965859731
749,4,0.4214535554250081
749,5,0.4175522526105245
749,6,0.38385552167892456
749,7,0.3859209716320038
749,8,0.3249915540218353
749,9,0.3003271023432414
157,0,0.5398390399558204
157,1,0.460088849067688
157,2,0.4027148314884731
157,3,0.32097481936216354
157,4,0.2264631667307445
157,5,0.16217751055955887
157,6,0.10761347785592079
157,7,0.090553114722882
157,8,0.08231544334973608
157,9,0.07038963196932205
182,0,0.549165916442871
182,1,0.46916151642799375
182,2,0.46958741545677185
182,3,0.35791797935962677
182,4,0.4162992000579834
182,5,0.25150645673274996
182,6,0.20871884226799012
182,7,0.24731518924236298
182,8,0.1261249825358391
182,9,0.10041219890117645
917,0,0.5690542608499527
917,1,0.49247805774211884
917,2,0.4561665505170822
917,3,0.42310853116214275
917,4,0.37355874106287956
917,5,0.3132881484925747
917,6,0.24446860887110233
917,7,0.18749192729592323
917,8,0.13841778878122568
917,9,0.10660149157047272
111,0,0.5726947337388992
111,1,0.4572051763534546
111,2,0.4626008868217468
111,3,0.427203893661499
111,4,0.3835883215069771
111,5,0.3390752151608467
111,6,0.29218657314777374
111,7,0.24893347918987274
111,8,0.18936936184763908
111,9,0.14420079439878464
685,0,0.600569506486257
685,1,0.501304696003596
685,2,0.47770359615484875
685,3,0.43834398686885834
685,4,0.39049039284388226
685,5,0.3483615666627884
685,6,0.2989637702703476
685,7,0.2332673246661822
685,8,0.17698239162564278
685,9,0.13471348707874617
370,0,0.5728274136781693
370,1,0.5013230964541435
370,2,0.46059513092041016
370,3,0.4353756159543991
370,4,0.4007461443543434
370,5,0.36640356481075287
370,6,0.32971396297216415
370,7,0.29011235386133194
370,8,0.24689479917287827
370,9,0.20615844056010246
262,0,0.5350835740566253
262,1,0.4570409685373306
262,2,0.4077605128288269
262,3,0.33938581347465513
262,4,0.27628532350063323
262,5,0.2047027975320816
262,6,0.1318707637488842
262,7,0.0915626335889101
262,8,0.07101998254656791
262,9,0.05752788744866848
4,0,0.5514582821301052
4,1,0.4777179466826575
4,2,0.4357816534382956
4,3,0.36245869951588766
4,4,0.25831657328775953
4,5,0.16448268666863441
4,6,0.10673459619283676
4,7,0.0776692874330495
4,8,0.06480187081199672
4,9,0.060396845785102675
429,0,0.5147619843482971
429,1,0.44684789180755613
429,2,0.41270631551742554
429,3,0.374890074133873
429,4,0.33945671021938323
429,5,0.29941311478614807
429,6,0.2580617040395737
429,7,0.21475829184055328
429,8,0.1712392359972
429,9,0.1370312601327896
777,0,0.5333889842033386
777,1,0.4700398981571198
777,2,0.432128381729126
777,3,0.3892783522605896
777,4,0.33620525598526
777,5,0.28146342635154725
777,6,0.22589972317218782
777,7,0.17724073231220244
777,8,0.1344875156879425
777,9,0.10016371011734009
858,0,0.6335505644480387
858,1,0.5398676991462708
858,2,0.48575324813524884
858,3,0.4542756179968516
858,4,0.4327938159306844
858,5,0.4127991298834483
858,6,0.38936567306518555
858,7,0.361775408188502
858,8,0.33330052097638446
858,9,0.3029964566230774
412,0,0.47998201847076416
412,1,0.42002011835575104
412,2,0.37159813940525055
412,3,0.33701256662607193
412,4,0.2966753914952278
412,5,0.25212759152054787
412,6,0.21219918876886368
412,7,0.1642811167985201
412,8,0.12035479582846165
412,9,0.08034928049892187
218,0,0.5954775810241699
218,1,0.5803830722967783
218,2,0.5339791476726532
218,3,0.4755185345808665
218,4,0.5131714741388956
218,5,0.38636885086695355
218,6,0.37059980630874634
218,7,0.31967025498549145
218,8,0.43979761997858685
218,9,0.271797239780426
374,0,0.5352488259474436
374,1,0.4004924992720286
374,2,0.35993891457716626
374,3,0.3900011678536733
374,4,0.3832936684290568
374,5,0.3323189616203308
374,6,0.36325113972028095
374,7,0.2367810159921646
374,8,0.37154729664325714
374,9,0.1718515269458294
548,0,0.6337448358535767
548,1,0.5561659932136536
548,2,0.49224868416786194
548,3,0.4543614089488983
548,4,0.4248048961162567
548,5,0.40734709799289703
548,6,0.3909706771373749
548,7,0.3722955286502838
548,8,0.3511623293161392
548,9,0.3369109779596329
418,0,0.48949679732322693
418,1,0.40069615840911865
418,2,0.3580428461233775
418,3,0.35068632165590924
418,4,0.3838850259780884
418,5,0.2716691742340724
418,6,0.24403607348601022
418,7,0.2425883561372757
418,8,0.1880365014076233
418,9,0.156432477136453
402,0,0.47300827503204346
402,1,0.4174962714314461
402,2,0.3833564296364784
402,3,0.3561940863728523
402,4,0.3318425565958023
402,5,0.2951638847589493
402,6,0.2655382975935936
402,7,0.22468212619423866
402,8,0.18714977987110615
402,9,0.15778840519487858
16,0,0.3947589099407196
16,1,0.4424302975336711
16,2,0.2845730061332385
16,3,0.2577291751901309
16,4,0.2771986822287242
16,5,0.25602350135644275
16,6,0.2326545019944509
16,7,0.21825079123179117
16,8,0.1499111863474051
16,9,0.16636294623215994
361,0,0.6100603342056274
361,1,0.5535361170768738
361,2,0.5013715624809265
361,3,0.46824198961257935
361,4,0.44209738075733185
361,5,0.4246138483285904
361,6,0.4033487141132355
361,7,0.38148675858974457
361,8,0.36552631855010986
361,9,0.344626784324646
552,0,0.5439453348517418
552,1,0.4858098365366459
552,2,0.43863578513264656
552,3,0.3926309645175934
552,4,0.3196449615061283
552,5,0.23203685507178307
552,6,0.14472992438822985
552,7,0.08767006103880703
552,8,0.051677387789823115
552,9,0.04373456828761846
350,0,0.5621763169765472
350,1,0.4736134186387062
350,2,0.47181209921836853
350,3,0.4492122679948807
350,4,0.40427280962467194
350,5,0.3762509152293205
350,6,0.3529057875275612
350,7,0.29527613148093224
350,8,0.26826001331210136
350,9,0.23544229567050934
360,0,0.5086456894874573
360,1,0.4498400568962097
360,2,0.405590158700943
360,3,0.34667131006717683
360,4,0.27029393911361693
360,5,0.21091251969337463
360,6,0.1569022059440613
360,7,0.10797919556498528
360,8,0.08466689214110375
360,9,0.07507624439895152
210,0,0.47696154316266376
210,1,0.4202921390533447
210,2,0.38483623663584393
210,3,0.36091241240501404
210,4,0.33097176750500995
210,5,0.2920194665590922
210,6,0.2540998011827469
210,7,0.21899027625719705
210,8,0.18300441404183707
210,9,0.1519027277827263
231,0,0.4767165444791317
231,1,0.4172312878072262
231,2,0.371024651452899
231,3,0.3176743295043707
231,4,0.2722762171179056
231,5,0.2007229132577777
231,6,0.18252764455974102
231,7,0.12143885344266891
231,8,0.09895029431208968
231,9,0.06784039229387417
358,0,0.6636879642804464
358,1,0.3247104187806447
358,2,0.29716693858305615
358,3,0.2416578084230423
358,4,0.2010054917385181
358,5,0.19569666062792143
358,6,0.41191789011160534
358,7,0.1589582897722721
358,8,0.3884121576944987
358,9,0.1198799420769016
729,0,0.4354149599870046
729,1,0.3906891544659932
729,2,0.3622946838537852
729,3,0.34016335010528564
729,4,0.31447693705558777
729,5,0.2874034494161606
729,6,0.2602394421895345
729,7,0.23605008920033774
729,8,0.20572936038176218
729,9,0.17818799118200937
97,0,0.6201874017715454
97,1,0.39047292868296307
97,2,0.4256397585074107
97,3,0.3186661700407664
97,4,0.639725387096405
97,5,0.2785391832391421
97,6,0.3303930660088857
97,7,0.4129849175612132
97,8,0.5397429863611857
97,9,0.2154094005624453
238,0,0.47946516137856704
238,1,0.40470671309874606
238,2,0.34806541296151966
238,3,0.26435694098472595
238,4,0.18291800297223604
238,5,0.13268372803353345
238,6,0.11609429808763358
238,7,0.09815865984329811
238,8,0.08767364030847183
238,9,0.07327388083705536
98,0,0.489546461538835
98,1,0.4253473688255657
98,2,0.38107711618596857
98,3,0.3208481886170127
98,4,0.2321214106949893
98,5,0.15940196338025006
98,6,0.11379287053238261
98,7,0.09555230831558054
98,8,0.07721637765114958
98,9,0.06426732275973666
394,0,0.471992564201355
394,1,0.4341155529022217
394,2,0.39104360044002534
394,3,0.3688592493534088
394,4,0.3501719653606415
394,5,0.3208061337471008
394,6,0.280364453792572
394,7,0.21982040703296662
394,8,0.1725255087018013
394,9,0.12229037880897523
234,0,0.4646844267845154
234,1,0.3985609710216522
234,2,0.35021840035915375
234,3,0.28133309446275234
234,4,0.21920489333570004
234,5,0.16378616448491812
234,6,0.1260169493034482
234,7,0.08796547609381378
234,8,0.0727689741179347
234,9,0.09211596474051476
26,0,0.4872587025165558
26,1,0.4462818056344986
26,2,0.41580817103385925
26,3,0.39435212314128876
26,4,0.37683330476284027
26,5,0.36266662180423737
26,6,0.33595435321331024
26,7,0.3113621473312378
26,8,0.28064797073602676
26,9,0.2583272084593773
279,0,0.49264390553746906
279,1,0.4318983405828476
279,2,0.368769228103615
279,3,0.2905017669711794
279,4,0.2259772008373624
279,5,0.16461104402939478
279,6,0.14421240772519792
279,7,0.10787243271867435
279,8,0.1022745528746219
279,9,0.09366705747587341
737,0,0.4799048478404681
737,1,0.42662029961744946
737,2,0.37223395705223083
737,3,0.30420972655216855
737,4,0.23861941571036974
737,5,0.17487000674009323
737,6,0.13214431703090668
737,7,0.117688262835145
737,8,0.10313247454663117
737,9,0.09856963654359181
53,0,0.5072641849517823
53,1,0.4410457909107208
53,2,0.40503209829330444
53,3,0.37525867819786074
53,4,0.34336875677108764
53,5,0.3109614670276642
53,6,0.275643053650856
53,7,0.23982029259204865
53,8,0.19823364019393921
53,9,0.16320415437221528
606,0,0.5198215246200562
606,1,0.4575602312882741
606,2,0.4285927514235179
606,3,0.4115187923113505
606,4,0.3779161373774211
606,5,0.357756902774175
606,6,0.32687164346377057
606,7,0.3015359987815221
606,8,0.2789691587289174
606,9,0.2484475572903951
517,0,0.4452701508998871
517,1,0.3857397586107254
517,2,0.35874469578266144
517,3,0.3201274077097575
517,4,0.2811370516816775
517,5,0.23382854213317236
517,6,0.1924126334488392
517,7,0.146067942182223
517,8,0.104756244768699
517,9,0.08318244727949302
767,0,0.47128514647483827
767,1,0.41783196926116944
767,2,0.3867551922798157
767,3,0.3527964174747467
767,4,0.3152912795543671
767,5,0.27816414535045625
767,6,0.23807353675365447
767,7,0.1963564485311508
767,8,0.15984089076519012
767,9,0.12915139645338058
7,0,0.46763705611228945
7,1,0.4147386908531189
7,2,0.37615578770637514
7,3,0.3436807692050934
7,4,0.3199921786785126
7,5,0.26574571132659913
7,6,0.237144935131073
7,7,0.21428930163383483
7,8,0.17523411512374878
7,9,0.1502854824066162
923,0,0.4826473423412868
923,1,0.3887865202767508
923,2,0.3611898294516972
923,3,0.3285675176552364
923,4,0.27081827500036787
923,5,0.23217037533010756
923,6,0.1980084138257163
923,7,0.158523967223508
923,8,0.121714320565973
923,9,0.10202330084783691
686,0,0.48029179871082306
686,1,0.4415459930896759
686,2,0.44600920379161835
686,3,0.4129069745540619
686,4,0.38236677646636963
686,5,0.3680470734834671
686,6,0.3602413535118103
686,7,0.3511809855699539
686,8,0.29721057415008545
686,9,0.2705812528729439
485,0,0.5091260969638824
485,1,0.45070772568384804
485,2,0.41872651179631554
485,3,0.36841952006022133
485,4,0.29953659971555074
485,5,0.23049962818622588
485,6,0.17995735506216684
485,7,0.1388982837398847
485,8,0.11515411585569382
485,9,0.10183539440234503
132,0,0.5079936981201172
132,1,0.4722141921520233
132,2,0.440832182765007
132,3,0.4217904210090637
132,4,0.3992254137992859
132,5,0.3785253018140793
132,6,0.35559840500354767
132,7,0.33319321274757385
132,8,0.3081777095794678
132,9,0.28505776822566986
696,0,0.4498148991001977
696,1,0.4092012047767639
696,2,0.3564855953057607
696,3,0.28700334827105206
696,4,0.2286520716216829
696,5,0.1535757076409128
696,6,0.10367685349451171
696,7,0.0783560611307621
696,8,0.05822461424395442
696,9,0.05903354721764723
289,0,0.4602920015652974
289,1,0.3944747969508171
289,2,0.33936577041943866
289,3,0.27251830821235973
289,4,0.21193784847855568
289,5,0.16593535679082075
289,6,0.14328723028302193
289,7,0.11843668234845002
289,8,0.09777007438242435
289,9,0.08910415756205718
325,0,0.4857345422108968
325,1,0.41877906322479247
325,2,0.3524252752463023
325,3,0.274440477291743
325,4,0.19944625993569692
325,5,0.1476463258266449
325,6,0.11855992550651233
325,7,0.09997884308298428
325,8,0.08130821213126183
325,9,0.08317269446949165
637,0,0.4151672025521596
637,1,0.3800809731086095
637,2,0.32987817625204724
637,3,0.2669333914915721
637,4,0.21888603766759238
637,5,0.16567319010694823
637,6,0.12765932704011598
637,7,0.09647934014598529
637,8,0.06761840513596933
637,9,0.0557646577556928
76,0,0.4408997744321823
76,1,0.3941235840320587
76,2,0.3388420616587003
76,3,0.30910439789295197
76,4,0.2519284536441167
76,5,0.21057968338330588
76,6,0.16875508924325308
76,7,0.13080309703946114
76,8,0.10051398103435834
76,9,0.07983339515825112
20,0,0.5052770014320102
20,1,0.4524490364960262
20,2,0.40511260500976015
20,3,0.3366119308131082
20,4,0.23618681515966142
20,5,0.15046988427639008
20,6,0.1047563659293311
20,7,0.08999374881386757
20,8,0.07431244105100632
20,9,0.06888133260820593
704,0,0.4498019516468048
704,1,0.40123675929175484
704,2,0.3578166216611862
704,3,0.30876082347499
704,4,0.2537142551607556
704,5,0.1968353357579973
704,6,0.1459247594078382
704,7,0.11272734486394459
704,8,0.08858184164596929
704,9,0.07843337332208951
752,0,0.5160256147384643
752,1,0.459284245967865
752,2,0.4097921669483185
752,3,0.3456277012825012
752,4,0.3116763114929199
752,5,0.2831931710243225
752,6,0.21164358258247376
752,7,0.17407941222190856
752,8,0.13671654164791108
752,9,0.10372381061315536
44,0,0.48938174545764923
44,1,0.4315541014075279
44,2,0.4158147946000099
44,3,0.3886963054537773
44,4,0.3652219921350479
44,5,0.34056205302476883
44,6,0.3204336166381836
44,7,0.28628121316432953
44,8,0.2464764453470707
44,9,0.22005512937903404
514,0,0.5039254724979401
514,1,0.41647742316126823
514,2,0.5956624671816826
514,3,0.3857426568865776
514,4,0.6545423939824104
514,5,0.5015994310379028
514,6,0.334925539791584
514,7,0.298945814371109
514,8,0.2764155473560095
514,9,0.3888670802116394
243,0,0.4823818426383169
243,1,0.4201201373024991
243,2,0.3542151717763198
243,3,0.2662351390248851
243,4,0.1974571131561932
243,5,0.1563866228649491
243,6,0.14121765878639722
243,7,0.11629572373471762
243,8,0.10663879799999688
243,9,0.09859709402448252
403,0,0.5366681069135666
403,1,0.4573354870080948
403,2,0.4493289813399315
403,3,0.3868178054690361
403,4,0.38336271792650223
403,5,0.32794997096061707
403,6,0.3357764631509781
403,7,0.308020256459713
403,8,0.2595292329788208
403,9,0.21046429499983788
899,0,0.5745258331298828
899,1,0.5189428478479385
899,2,0.4520423486828804
899,3,0.4123867526650429
899,4,0.41862867772579193
899,5,0.3997618556022644
899,6,0.34640543162822723
899,7,0.32886869460344315
899,8,0.29017942398786545
899,9,0.23933220282196999
362,0,0.47470870971679685
362,1,0.3563924956321716
362,2,0.23070509374141693
362,3,0.17344070762395858
362,4,0.15109579741954804
362,5,0.13183308869600296
362,6,0.12221242249011993
362,7,0.11584538444876671
362,8,0.1144819812476635
362,9,0.10984733387827873
353,0,0.4946303461727343
353,1,0.42871057830358805
353,2,0.36732987196821915
353,3,0.26773056819250707
353,4,0.20762368370043605
353,5,0.15044439544803218
353,6,0.1242794280773715
353,7,0.10559791228488873
353,8,0.09412017425424174
353,9,0.10107919397322755
661,0,0.5027754157781601
661,1,0.46383628249168396
661,2,0.433170348405838
661,3,0.42281942069530487
661,4,0.3988003432750702
661,5,0.38467392325401306
661,6,0.37961728870868683
661,7,0.34722235798835754
661,8,0.32879897952079773
661,9,0.30532529950141907
184,0,0.5003172904253006
184,1,0.4346338286995888
184,2,0.41791966557502747
184,3,0.38577159494161606
184,4,0.3520394340157509
184,5,0.3194107264280319
184,6,0.29134486243128777
184,7,0.2645717039704323
184,8,0.2216753363609314
184,9,0.19390961900353432
161,0,0.49235183000564575
161,1,0.40381263941526413
161,2,0.35114649683237076
161,3,0.31174831837415695
161,4,0.37704890966415405
161,5,0.31026000529527664
161,6,0.21295331604778767
161,7,0.19551264494657516
161,8,0.18380509316921234
161,9,0.1529306247830391
916,0,0.48021045327186584
916,1,0.4169613718986511
916,2,0.3923234244187673
916,3,0.37205058336257935
916,4,0.3472193082173665
916,5,0.3235180576642354
916,6,0.29856159289677936
916,7,0.25576191147168476
916,8,0.22451380888621011
916,9,0.19133793811003366
113,0,0.45362915843725204
113,1,0.39451977610588074
113,2,0.3680505082011223
113,3,0.33011360466480255
113,4,0.29014309495687485
113,5,0.23915601149201393
113,6,0.19665100798010826
113,7,0.15918084233999252
113,8,0.1264355592429638
113,9,0.0906736645847559
698,0,0.4619096691409747
698,1,0.4164530212680499
698,2,0.3664232020576795
698,3,0.30582491929332417
698,4,0.23475050553679466
698,5,0.16651983000338078
698,6,0.1296611844251553
698,7,0.10172233792642753
698,8,0.08508773085971673
698,9,0.076929929976662
384,0,0.49214427173137665
384,1,0.43566079573197797
384,2,0.36318587444045325
384,3,0.2627101933414286
384,4,0.1887640536508777
384,5,0.14222865348512476
384,6,0.11308168078010733
384,7,0.09711656177585776
384,8,0.08857465907931328
384,9,0.0843321814794432
140,0,0.4844281077384949
140,1,0.4244588414827983
140,2,0.3890002866586049
140,3,0.3543004658487108
140,4,0.2848766611682044
140,5,0.23105693442953956
140,6,0.1788176198800405
140,7,0.12558287382125854
140,8,0.09227225701842043
140,9,0.06575271586835799
587,0,0.47743694484233856
587,1,0.430442922645145
587,2,0.372689425945282
587,3,0.30412150505516267
587,4,0.22948353489240012
587,5,0.1714103188779619
587,6,0.1468333394991027
587,7,0.11794875644975239
587,8,0.10089581190711921
587,9,0.09258543244666523
85,0,0.5149130076169968
85,1,0.46924518048763275
85,2,0.4549364000558853
85,3,0.436938151717186
85,4,0.41010503470897675
85,5,0.39275042712688446
85,6,0.3657967895269394
85,7,0.3387199491262436
85,8,0.3150693327188492
85,9,0.2996954917907715
563,0,0.5229560335477194
563,1,0.4533976415793101
563,2,0.42630677421887714
563,3,0.39545870820681256
563,4,0.36577598253885907
563,5,0.36281577746073407
563,6,0.33235810200373334
563,7,0.3123832841714223
563,8,0.28763767580191296
563,9,0.2574501633644104
316,0,0.5415942370891571
316,1,0.511711835861206
316,2,0.4739355891942978
316,3,0.44625988602638245
316,4,0.42415405809879303
316,5,0.4100036323070526
316,6,0.39462481439113617
316,7,0.37415508925914764
316,8,0.33291561901569366
316,9,0.33309313654899597
859,0,0.48035720984141034
859,1,0.4344634860754013
859,2,0.42652703324953717
859,3,0.39415276050567627
859,4,0.3515935689210892
859,5,0.3209140400091807
859,6,0.2796931912501653
859,7,0.23112321396668753
859,8,0.1928702046473821
859,9,0.16131128122409186
159,0,0.46385188698768615
159,1,0.41034993827342986
159,2,0.35869635045528414
159,3,0.3072088748216629
159,4,0.2608767494559288
159,5,0.20457607954740525
159,6,0.16047432646155357
159,7,0.12664127871394157
159,8,0.09883578158915043
159,9,0.0809375561773777
162,0,0.429672509431839
162,1,0.38006822764873505
162,2,0.35578103363513947
162,3,0.3324914276599884
162,4,0.30163291096687317
162,5,0.2850130796432495
162,6,0.25593534857034683
162,7,0.23163674771785736
162,8,0.1937790811061859
162,9,0.17341716587543488
920,0,0.4818833503458235
920,1,0.4178580376836989
920,2,0.3895672294828627
920,3,0.349441087908215
920,4,0.30633725391493904
920,5,0.2400528672668669
920,6,0.1926928750342793
920,7,0.1424420393175549
920,8,0.10657267893354098
920,9,0.08340445119473669
